Url,Name,Price,Rating,No of Reviews,Description,Manufacturer,ASIN,Product Description
/Nivia-5177SB-Polyester-String-Blue/dp/B071XMLFTL,NIVIA String Bag/Drawstring Bag/Sports Bag Boys/Polyester String Bag/Kit Bags/Drawstring Sports Bag/Dori Backpack/Gym Bag/String Bag Men Waterproof/Drawstring Backpack (Sky Blue),193,4.1,(456)," String backpack have one main compartment is secured with drawstring closure.   Efficient to hold your essentials.   Highly water-resistant finish to save inner items from water splashes.   Strong and durable ropes.   Designed for all types of occasions: Sports, daily use, cycling etc.  ",Freewill Sports Private Limited,B071XMLFTL,
/FloMotif-Business-Shoulder-material-resistant/dp/B07NHYLTY7,ZOUK Black Floral Printed Handmade Vegan Leather Women's Office Bag for 15.6 inch Laptop with Double Handles - FloMotif,"1,699",4.4,"(1,842)"," Compatibility: Our Stylish Office Bag For Women Is An Ideal Laptop Bag, Handbag Or A Professional Bag. It Can Fit A Laptop Of Upto 15.6 Inches And Is Perfect For Macbook, Chromebook, Ipad, Tablet, Hp, Lenovo, Dell Etc. Dimensions: 18 X 13 X 4 Inch<br>   Components: On The Inside There Is A Padded Laptop Sleeve With Velcro, A Larger Compartment For Books, Tiffin, Chargers. Also There Are 2 Small Pockets For A Wallet, Pen And Keys. The Bag Has A Zip Closure And Double Straps For Carrying Comfortably<br>   Material: Made Of Fine Indian Print Fabric. The Leather Used Is 100% Peta Approved Vegan Leather, Making It A Cruelty-Free And A Responsible Product. All Products Are Handmade, With A Running Fabric And Hence The Exact Print On The Product Might Slightly Differ From The Photos; Disclaimer: It Is Recommended That You Regularly Clean Your Bag With A Wet Cloth. Do Note That The Colour Of The Materials Might Slightly Vary Due To Photographic Lighting Sources Or Your Display Settings<br>   About Us: Zouk Is A Proudly Indian And 100% Peta Approved Vegan Brand. Our Laptop Bag Stands For Style And Function, With An Essence Of India. Couple Of Our Bags Were Featured In The Popular Netflix Series Little Things 3. All Our Bags Are Handcrafted By Expert Artisans In Our Own Manufacturing Facility<br>   Inner Material Type: Synthetic; Occasion Type: Casual  ",21 July 2019,Zouk,"This is a Proudly Indian and 100% PeTA approved Vegan product from Zouk. It has a stylish print inspired by India's rich heritage. It has sturdy and durable accessories, with a zip closure and double straps (non-adjustable). The bag contains a single main compartment. This compartment has an inner padded laptop compartment that can fit up to a 15.6 inch laptop. The compartment also has an inbuilt phone, keychain and pen slot.All products are Cruelty free and Responsible.All products are handcrafted by expert artisans with love.Weaving tradition with the contemporary, we bring the modern Indian classic to the world.Spacious main compartment with a separate laptop section to carry your world."
/Gear-Ltrs-Casual-Backpack-MDBKPECO50504/dp/B0757K36YV,Gear Moderneco5 21L Water Resistant School Bag/Backpack/College Bag For Men/Women - Navyblue,440,3.9,"(2,527)"," Outer Material: Polyester, Color: Blue   Water Resistance: Water resistant   Capacity: 20 liters; Dimensions: 48 cms x 32 cms x 14 cms (LxWxH)   Number of compartments: 1; Laptop Compatibility: No, Strap Type: Adjustable   Special Features: Laptop Compartment; Closure Type: Zipper; Pocket Description: Utility Pocket; Style Name: Traditional Backpacks; Age Range Description: Adult  ",Gear Merchandise PVT LTD,B0757K36YV,
/POLESTAR-%C3%82-POLESTAR-Ranker-Bagpack-Backpack/dp/B084C84GTR,"POLESTAR Ranker 15.6 inch 32 LTR Casual Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Backpack, Water Resistant and Light Weight, 1 year Warranty",669,4.1,"(7,614)"," Care Instructions: Wipe with Damp Cloth   PADDED LAPTOP COMPARTMENT WITH MAXED OUT STORAGE : Generous 32 Ltrs backpack with Dimension of 30 Cm x 20 Cm x 45 Cm 3 full size compartments, 1 front zipper & 2 side pockets, 1 Raincover pocket at bottom Fits upto 15.6 inches Laptop with elasticated strap lock at just 560 grams.   CRAFTED WITH PRECISION : Made with strong, water resistant Polyester fabric for a lightweight and durable finish. Our polestar Ranker backpack is a blend of style and utility. A classic design with opulent detailing and aesthetic silhouette adds to your style and keeps your belongings safe.   COMFORTABLE CARRY : This strong and impervious backpack is a fabulous choice for daily use. Guaranteed for strength and durability, it has padded breathable mesh back and adjustable straps. The interiors have added foam padding to protected electronics. Ergo-Grip Backstraps that distribute weight evenly over your shoulders and back, while the integrated top grab handle lets you move effortlessly.   BENEFITS: 3 main compartments provide optimal organisation, with premium zippers keeping your valuables protected, padded haul loop, two side water bottle pockets help keep your goods dry and body hydrated.   VERSATILITY : This made in india versatile backpack comes with 12 months warranty, and is perfect for everyone, men, women, students, boys & girls, can be used as school, college, office or day travelling backpacks. All in one RANKER BACKPACK by Polestar.  ",19 January 2020,POLESTAR,"Made with strong, water resistant Polyester fabric for a lightweight and durable finish. Our polestar backpack is designed thoughtfully for your perfect on the go lifestyle.Made for maximum Comfort, it has padded breathable mesh back and adjustable straps. S-curved Ergo-Grip straps that distribute weight evenly over your shoulders and back.We aim to provide optimal organisation with 2 main compartments, premium zippers, 1 front pocket and side water bottle pocket along with easy to carry top loop.Premium quality zips that are durable for smooth operations.Comes with a raincover to protect your backpack and belongings.Mesh Pocket allows for easy organisation of your things."
/Safari-Overnighter-Resistant-Travelling-All-Purpose/dp/B097JM98M1,"Safari Seek 32 Ltrs Overnighter Travel Laptop Backpack (Blue), Water Resistant Spacious Bag for Travelling and Camping, All-Purpose Bag for Business & Leisure","1,670",4.3,(73)," SPACIOUS AND LIGHTWEIGHT: Super spacious laptop overnighter comes with a large suitcase compartment which can efficiently accommodate your clothes and other essential utilities required for 1-2 days stay. The bag comes with a separate compartment compatible with a laptop and a tablet.   HIGH QUALITY PREMIUM FABRIC: Made of 100% polyester and water resistant fabric, the material used is lightweight yet highly durable. This heavy duty fabric is perfect for all types of travel needs.   COMPRESSION STRAPS & SHOULDER SUPPORT: With heavy-duty, durable compression straps & buckles user can immediately restrict the movement of items inside the bag providing comfort while carrying the bag. Padded shoulder straps provide comfort during prolonged use.   BREATHABLE BACK SUPPORT: Seek is equipped with premium quality air mesh in its back panel - A premium quality back air mesh made for maximum aeration, that prevents overheating & provides ulltimate comfort.   Large backpack, overnighter, large laptop backpack, weekend bag, backpack for short travel, all in one backpack  ",Safari,B097JM98M1,
/Lavie-Beech-Womens-Handbag-Lt-Gold/dp/B078XXYNM8,Lavie Women's Beech Satchel Bag | Ladies Purse Handbag,"1,197",4.2,"(3,768)"," Lavie Beech hand bag is a stylish bag for women who love styling up. It is durable, versatile and lightweight. It is available in classic black and gold color. Made from premium man-made leather, this hand bag has the latest pebble texture and premium gold toned metal hardware.   Dimension: 27.5 cm in length x 9 cm in width x 19.5 cm in height   Beech hand bag has a top zip closure for safety and security. The interior has 1 main compartment, divided by an inner zip storage, 2 slip pockets alongside 1 external zip pocket, providing plenty of storage space for keeping phone, portable charger, keys, hairbrush, wallet, sunglasses, sanitizer etc. It also has a detachable and adjustable sling belt for multipurpose use.   This hand bag is perfect for women to carry to a mall or family function. It can be paired with a stylish top and well fitted denims as well as an indo-western dress. This spacious yet stylish hand bag makes for a perfect gift for all occasions.   The bag has a well stitched inner lining and high quality zippers for easy accessibility and storage  ",Bagzone Lifestyle Pvt Ltd,B096KPM1KT,
/Resistant-Duffle-Shoulder-Separate-Compartment/dp/B09KVBSG61,"Wooum Gym Bag Sport Outdoor Bag, Shoulder Bag Side Bag with Separate Shoes Compartment Water Resistance - Dark Grey",397.,4.2,(466), Product Size - 16.5 x 9 x 9 Inches or 40x22.8x22.8 cm.; BUY WITH 100% CONFIDENCE: This Product is made in INDIA By “The INDIAN KARIGAR “ and pass though the many quality checks and tests  ,wooum,B0B8JF5WMN,"Durable - The gym bag is made of tear and water resistant dobby polyester; durable zippers and enhanced by strong stitching at major stress points provide long-lasting durability against daily activities.Separate Shoes Compartment - Built-In Extra Shoes Compartment With Exterior Zippers To Keep Your Shoes And Clean Sport Gears Separate.Multi-Purpose & Any Occasions - Perfect Duffle Bag For Hiking, Family Holiday, Vacation, Sports, A Short Trip, Gym, Work, Beach, Used As A Overnight Bag, A Short Journey Bag, A Weekender Bag, Gym Bag, Sports Duffle Bag."
/Half-Moon-Waterproof-Laptop-Backpack/dp/B09QM9N1B3,Half Moon 30L Waterproof 15.6 inch Laptop Office School College Bag Backpack for Men Women Boys & Girls,589,3.6,(361),,,,
/ADISA-litres-Laptop-Backpack-Earphone/dp/B08RWCLFHY,ADISA 15.6 inch Laptop Backpack Office Bag College Travel Back Pack 32 Ltrs BP032 (Teal-Red),499,4.0,(164), Reflectors / Adjustable Padded Shoulder Handles / 2 Bottle holders / Earphone Slot / Top Handle  ,ADISA,B08RWCLFHY,"High Quality large and spacious laptop backpack with 2 compartments and 2 front easy-access pockets. One compartment is for carrying laptop inside with padding for safety and space for laptop accessories like charger, etc. Other compartment has organiser for pens, visiting cards, etc along with space for carrying papers, files, etc. It has provision for holding bottles on both sides and has padded shoulder straps for your comfort. It comes with a full sized rain cover.Adjustable Padded Shoulder Straps2 Large compartment with paddingWater Resistant Strong Polyester"
/Wooum-Mobile-Travel-Messenger-Leather/dp/B0B24ZG3J3,Wooum Slim Cross Body Travel Mobile Pouch Sling Messenger Bag for Women Girls lady's Mobile Bag,284.,4.1,(67)," We have specially design this bag as light weight and Slim to Best bag for Women to Carry Mobile Phone While Wearing Saree or Any Other tradition dresses which does not have Pocket.   This cross body sling pouch is manufactured with high grade nylon keeping in mind the rough usage of an everyday carry bag. Consisting of premium quality stitching and heavy-duty zippers, this bag ensures long lasting durability & strength. With padded panels, cross body string and light weight, this bag proves to be ergonomically superior than other available options.   Designed with high utility and minimalism, this bag is very compact yet spacious enough to store your mobile phone , charger, wallet, bills, lipstick etc. The small front pocket is designed to keep handy things while you are on the go like bills, currency notes etc. Apart from this, there is one main zipped compartment along with a inner slip pocket.   Crossbody Travel Pouch comes with 2 Zip Pocket storage Compartment for Your Mobile, diary, money, wallet, and other electronic gadget accessories.   Product Size: 8x6x1 inch or 21x16x2.5 CM, Sling Bag is perfect to impress everyone with its excellent quality and unique design.   This bag by Wooum is ideal for people who are always on the go. Its storage is resistant to water and dirt. This bag is durable and heavy duty.; CRAFTED IN INDIA : Wooum sling pouch is crafted with perfection by professional Indian artisans in an elegant style that makes your presence truly class apart.   Made in India product, Consisting of premium quality stitching and high-grade zippers, this sling ensures long-lasting durability & strength.; Premium Quality Material is very durable and long-lasting life.  ",Wooum,B0B2521VCF,
/Amazon-Brand-Backpack-15-6-inch-Laptops/dp/B076QFBFRG,"Amazon Brand - Solimo Laptop Backpack for 15.6-inch Laptops (27 litres, Black)",429,3.9,"(1,241)"," Generous overall size of 32 x 15 x 44 cm (LxBxH)   2 compartments, including a padded laptop compartment ideal for carrying laptops up to 15.6 inches   Bottle pockets on both sides for storing bottles, earphones, tickets and other smaller items   Made with wear-resistant Polyester material for a longer life   Reflectors on backpack promote visibility at night when on the road  ›",Flab International Pvt. Ltd.,B076QFBFRG,"Solimo Laptop Bag is segregated into two compartments, including a padded laptop compartment which is ideal for carrying laptops up to 15.6 inches. The second compartment includes an organiser, allowing you to manage your space better.This laptop backpack sports utilitarian dimensions of 32 x 15 x 44 cm (L x B x H), allowing you to carry your laptop in a safe manner. The two side bottle pockets provided in Solimo Laptop Bag prove to be highly useful when travelling, allowing you quick access to drinks, tickets, headphones etc. without having to open the whole backpack.Night reflectors on Solimo Laptop Bag are an excellent addition. The reflectors add visibility, allowing the traffic to spot you with ease when you walk down a road at night, enhancing safety.Solimo Laptop Bag will last for a long time, thanks to its polyester make which allows it wear-resistance. Carrying your laptop to work becomes more convenient with a sturdy laptop bag ."
/Cosmus-Casual-Backpack-Charger-College/dp/B08D7D21FV,Cosmus Vogue Casual Laptop Backpack with USB Charger Port 44cm 26 Litre Grey College Bag,"1,181",4.2,"(1,364)", USB Port  ›,COSMUSBAGS PVT.LTD.,B08D7DTWLF,"With built in USB charging port gives convenience to charge your phone while on move. Please note: power bank not included, USB charging port only offers an easy access to charge with your own power bank.One spacious packing compartment for daily necessities which includes One padded laptop sleeve to hold 15.6 Inch Laptop along with many small organizer pockets.The two sided pocket comes with ample space and  water bottle compartmentComfortable airflow back design with thick ventilated padding, gives you  maximum back support. Breathable and adjustable shoulder straps relieve  the stress of shoulder. Elegant top handle for a long time carry on.Crafted with the finest materials this bag is designed for   keeping  things light without compromising on comfort, keeping it    light-weightStylish and Durable Spacious Laptop Backpack for Travel Cosmus Vogue 15.6 inch laptop backpack is made of High grade water     resistance PU   coated polyester material that gives it strength and  makes    it  durable  for long-term use.COSMUS Vogue 15.6 inches Business Laptop Backpack is the  sleek and lightweight solution for your Laptop Bags needs that\'s  perfectly suited to your daily lifedimensions: 18.5 x 13 x 6.5 inches : 47cm x 33cm x 17cm : Capacity 26 Litres"
/FunBlast-Sling-Bag-Ring-Mirror/dp/B0BS42FYPT,"FunBlast Sling Bag with Key Ring, Comb and Mirror – Silicone Mini Bag for Girls, Fancy Bag for Girls, Purse, Stylish Cross Body Bag with Adjustable Strap, Korean Bag for Girls",899,New to Amazon,N/A,,,,
/Bagneeds-Synthetic-Leather-Briefcase-Messenger/dp/B0855F8174,Bagneeds Men's Black Synthetic Leather Briefcase Best Laptop Messenger Bag Satchel for Men,664,4.1,"(3,846)"," Suitable for a short business trip or a quick weekend getaway. Size In inches?17""L*4.5""W*12.4""H. weight: 800grm<br>   Laptop padding? The laptop padding fits 15.6 inch laptop for business travel. Other compartment fits 17inch Laptop. Large capacity and front and interior pockets organization for all your business needs.<br>   Removable, adjustable padded shoulder strap; HIGH QUALITY MATERIAL: Made from Premium and Rich quality PU Leather Fabric with Durable Polyester lining.<br>   PERFECT GIFT :With a mutlipurpose use and a classy distressed Vintage inspired look which never goes out of style , This bag is a great gift idea for Fathers Day , Birthdays , Valentines Day , Christmas, Graduation, Back To College Or Any Occasion Which Calls For A Gift . Makes a great gift for professionals, artists , students and all sorts of officials. The bag can be used as a Leather messenger bag for men and women ,laptop bags briefcase , college bag, meeting bag, gift idea<br>   Inner Material Type: Nylon  ",Bagneeds,B0855MYHBZ,"Made from rich quality Synthetic leather with durable polyester lining, it comes with a removable & adjustable shoulder strap. The bag has a  classy distressed Vintage inspired look which never goes out of style.The laptop padding fits 15.6 inch laptop while the compartments and front and interior pockets helps organize for all your needs making it suitable for a short business trip or a quick weekend getaway.With a multipurpose use and a classy look, this bag is a great gift idea for Fathers Day ,Mother’s Day,Birthdays , Valentines Day , Festivals, Graduation, or any occasion which calls for a gift ."
/Chic-Buddy-Waterproof-Swimsuits-Toiletries/dp/B09KSBHC18,"Chic Buddy Waterproof Wet Bag, Washable, Reusable for Travel, Beach, Pool, Stroller, Diapers, Dirty Gym Clothes, Wet Swimsuits, Toiletries",299,4.4,(281)," Care Instructions: Machine Wash   Convenient – Our wet bags are great for carrying diapers, dirty gym clothes and wet swimsuits; not just for wet stuff - these bags make excellent organizers for toys, accessories, toiletries, electronics, travel and more   Reuse And Reduce Waste – The better alternative to single-use plastic bags, our bags are made of Chic Buddys' original waterproof fabric that’s both soft and strong (although fabric is waterproof, bags are not completely leakproof due to zippered closure)   Waterproof – Chic Buddys’ original fabric is 100% polyester with embedded TPU for waterproofing and our heat-sealed seams keep the mess where it belongs - inside the bag   Lots Of Uses – Not just for wet stuff - these bags make excellent organizers for toys, accessories, toiletries, electronics, travel and more! With a snap handle, snap your bag wherever you need it - stroller, changing table or suitcase   Easy-To-Clean – Wipe small messes; hand-wash or machine wash; to extend the life of fabric, we do recommend hang drying our quick-dry fabric; always ensure fabric is completely dry before storing  ",B0B259ZFDC,TT-Z12-WETBAG,"The better alternative to single-use plastic bags, our bags are made of Chic Buddys' original waterproof fabric that’s both soft and strong (although fabric is waterproof, bags are not completely leakproof due to zippered closure)Also this wet bag are great for travel, you can organizer your clean or dirty clothes, underwear, socks, swimming suits and other belongings in this baby wet bag. Throw your sweaty running clothes into a bag cloth diaper wet baby before mixing with your luggage to keep your daywear smelling sweet.These bags make excellent organizers for toys, accessories, toiletries, electronics, travel and more.That’s why Chic Buddy is here. We want you to be able to see the big picture, and we want you to use Chic Buddy bags for all the things you might not have thought twice about before: dirty gym clothes, wet swimsuits, diapers, electronics and more!These bags are perfect for carrying diapers, dirty gym clothes, and wet swimsuits they're not just for wet stuff. They make excellent organizers for toys, accessories, toiletries, electronics, travel and more.Chic Buddys’ original fabric is 100% polyester with embedded TPU for waterproofing and our heat-sealed seams keep the mess where it belongs - inside the bagLots Of Uses – Not just for wet stuff - these bags make excellent organizers for toys, accessories, toiletries, electronics, travel and more! With a snap handle, snap your bag wherever you need it - stroller, changing table or suitcase.Wipe small messes; hand-wash or machine wash  to extend the life of fabric, we do recommend hang drying our quick-dry fabric; always ensure fabric is completely dry before storingSo whether you're bringing diapers or dirty gym clothes with you when you go out for the day, or if you're dealing with the aftermath of a pool party gone awry, our bags can help keep it all together in one place.The Chic Buddy can also be used as a diaper bag when traveling with kids. It's equipped with a zippered pocket to store diapers and wipes; there's also an insulated pocket for bottles or sippy cups so they don't get too warm when being transported in the car seat or stroller.If you want to keep your wet swimsuit clean and dry for longer than an hour before you head home from the beach or pool party, then our Chic Buddy is perfect for you! This bag will keep your swimwear from getting ruined by chlorine while also keeping other items like sunglasses safe from getting wet too!"
/Lychee-bags-Womens-Canvas-Zig-Zag/dp/B07MXJWDW3,Lychee bags Canvas Printed Sling Bag,455,3.9,(295),,,,
/Nivia-5177SB-Polyester-String-Blue/dp/B071XMLFTL,NIVIA String Bag/Drawstring Bag/Sports Bag Boys/Polyester String Bag/Kit Bags/Drawstring Sports Bag/Dori Backpack/Gym Bag/String Bag Men Waterproof/Drawstring Backpack (Sky Blue),193,4.1,(456)," String backpack have one main compartment is secured with drawstring closure.   Efficient to hold your essentials.   Highly water-resistant finish to save inner items from water splashes.   Strong and durable ropes.   Designed for all types of occasions: Sports, daily use, cycling etc.  ",Freewill Sports Private Limited,B071XMLFTL,
/ASTRID-Round-Textured-Pinkish-Purple/dp/B09DCVFH15,ASTRID Round Textured Sling Bag For Girls With Zip,429,3.8,(197), ✅Lightweight yet durable bag for use or everyday outings   ✅Made Using 100% Sustainable And Eco Freindly Cotton Materials   ✅We have used high-quality metal and fabric in this bag   ✅This Round Sling Bag for Women and Girls work quite well for casual as well as party wear   ✅ The soft Straps make it convenient for you to hold it the whole day.  ,SAAV TEX PVT LTD,B09DCVMDKV,
/Bennett-15-6-inch-College-Repellent-Backpack/dp/B09WZHX3B1,"Bennett Casual Laptop Bag school bags for boys girls 15.6-inch, 25 LTR Office & College bags for mens Water Repellent Backpack for Men & Women (Black)",512,4.0,(435)," PERFECT SIZE & STORAGE SPACE: Laptop backpack with perfect size to hold things and your 15.6 inch laptop or 15 inch, 14 inch Laptop. Convenient main pockets for iPad, charger, binders, books, clothes, ect. Inside pockets keep your wallet, phone. school bag for girls / bags for women / kids school bag / college bags for boys / laptop backpack .   Front two slanted pocket perfect for quick finds such as your ID for work, f gear laptop bags . keys for open door, two side pockets for water bottle and compact umbrella make your items organized. it can be use as school college bags for girls / backpack for men /backpacks for women . you can use it as a gift for men . bags for travelling   COMFY & STURDY: Made from WATER RESISTANT and DURABLE ECO-FRIENDLY nylon fabric with Two PADDED shoulder straps, relieve the stress of shoulder, simple but comfortable back design offer your great back support, making your working, journey and travelling more convenient wherever you go. you can use it such as office bag for men . office bag for women .   Light-weight Carrying and perfect for business traveling or trip, weekend getaways, back to school, outdoor activities and college bag for men etc;   MULTIPURPOSE & SIZE: 20 x 12.2 x 5.7 Inch, perfect to throw under your seat on an airplane when you are traveling or on business trip. Suitable for back to school college, can be easily stored. Good choose for a business laptop backpack, work backpack, laptop bag for men and women, also will be a good gifts for women, gifts for men, gifts for boyfriend or girlfriend and gift bag for travelers.   strap_type: Shoulder Strap  ›","Texcoco Enterprises, 9958166528",B09WZHX3B1,"GREAT GIFT CHOICERegistered by company that professional in design and produce laptop sleeve, case, bag, briefcase, backpack and other related bags over 16 years. We are aimed to offer customers high quality products with competitive prices under rich factory experience and exquisite craftsmanship.Separate Laptop Compartment: Fits UNDER 15.6 Inch Laptops (Gaming Laptop and Laptop 13 inch to 15.6 inch is recommended to choose )Main Compartment: Thin clothes, headset, books, magazine, camera, CD's, etcFront Compartment: For Phones, pen, keys, wallet, purse, glasses and other small items.Handle: Sturdy handle and adjustable shoulder strapsExternal:17 x 11 x 4.1 inch / 43x 26 x 11 cm (L x W x H);Internal:16.7. x 10x 3.9 inch / 42 x 25.5 x 9.9cm (L x W x H);Large capacityComfy and sturdyHigh quality nylon materialA perfect giftPadded shoulder straps, offers light-weight carrying and of force reinforcement.Water-resistant and scratch-resistant fabric.As a Everyday backpack, Work backpack, Study bookbag, Business laptop backpack for men women adult teens or daily use at anywhere.Suitable for a variety of occasions, perfects for weekend getaways, shopping, office work, school, college, business traveling and other outdoor activities.Casual Laptop BackpackErgonomic DesignPremium Exquisite QualityFOLLOW YOUR HEART"
/FloMotif-Business-Shoulder-material-resistant/dp/B07NHYLTY7,ZOUK Black Floral Printed Handmade Vegan Leather Women's Office Bag for 15.6 inch Laptop with Double Handles - FloMotif,"1,699",4.4,"(1,842)"," Compatibility: Our Stylish Office Bag For Women Is An Ideal Laptop Bag, Handbag Or A Professional Bag. It Can Fit A Laptop Of Upto 15.6 Inches And Is Perfect For Macbook, Chromebook, Ipad, Tablet, Hp, Lenovo, Dell Etc. Dimensions: 18 X 13 X 4 Inch<br>   Components: On The Inside There Is A Padded Laptop Sleeve With Velcro, A Larger Compartment For Books, Tiffin, Chargers. Also There Are 2 Small Pockets For A Wallet, Pen And Keys. The Bag Has A Zip Closure And Double Straps For Carrying Comfortably<br>   Material: Made Of Fine Indian Print Fabric. The Leather Used Is 100% Peta Approved Vegan Leather, Making It A Cruelty-Free And A Responsible Product. All Products Are Handmade, With A Running Fabric And Hence The Exact Print On The Product Might Slightly Differ From The Photos; Disclaimer: It Is Recommended That You Regularly Clean Your Bag With A Wet Cloth. Do Note That The Colour Of The Materials Might Slightly Vary Due To Photographic Lighting Sources Or Your Display Settings<br>   About Us: Zouk Is A Proudly Indian And 100% Peta Approved Vegan Brand. Our Laptop Bag Stands For Style And Function, With An Essence Of India. Couple Of Our Bags Were Featured In The Popular Netflix Series Little Things 3. All Our Bags Are Handcrafted By Expert Artisans In Our Own Manufacturing Facility<br>   Inner Material Type: Synthetic; Occasion Type: Casual  ",21 July 2019,Zouk,"This is a Proudly Indian and 100% PeTA approved Vegan product from Zouk. It has a stylish print inspired by India's rich heritage. It has sturdy and durable accessories, with a zip closure and double straps (non-adjustable). The bag contains a single main compartment. This compartment has an inner padded laptop compartment that can fit up to a 15.6 inch laptop. The compartment also has an inbuilt phone, keychain and pen slot.All products are Cruelty free and Responsible.All products are handcrafted by expert artisans with love.Weaving tradition with the contemporary, we bring the modern Indian classic to the world.Spacious main compartment with a separate laptop section to carry your world."
/BESTAQUA-Capacity-Cosmetic-Cosmetics-Organizer/dp/B0BW62ZR8N,"BESTAQUA Large Capacity Cosmetic Travel Bag, Women's Makeup Travel Bag Portable Leather Cosmetics Bag, Makeup Storage Bags with Handle and Divider,Makeup Organizer Bags(Multi)",799,1.0,(1),,,,
/Protecta-Professional-15-6-inch-Briefcase-Geometric/dp/B07GNCRCP4,Protecta The Professional Laptop Bag Briefcase for Laptops with Screen Size Up to 15.6 Inch (Black & Indian Geometric Print),674,4.4,"(1,411)"," Made with Love in India.   Constructed Using Water Repellant High Quality Polyester & top-notch Hardware.   Extremely Slim, Intelligent Design - Easy to Handle, yet Ample Space for Daily Essentials   Well Padded Laptop Compartment, Designed for Laptops with Screen Size Between 14 to 15.6 Inches.   Carry Using the Grab Handles or On-Shoulder using the Included, Comfortable Shoulder Strap.  ",19 August 2018,Protecta Inc,"Introducing The Professional Office Laptop Bag - the perfect companion for your daily commute or business travels. With a spacious interior that can accommodate laptops with screens up to 15.6 inches, you'll be able to bring along all your essential devices and documents.Carry this bag with ease using the padded shoulder strap or the grab handles, whichever suits your style. The well-designed front pocket provides convenient storage for frequently used items, while the innovative back pocket converts into a luggage pass-through by simply opening the bottom zipper.Made from strong, water-repellent fabric, this bag is not only lightweight but also built to withstand the elements. And with its variety of print designs to choose from, you can express your personal style while staying organised and professional. So whether you're commuting through the city or exploring a new destination, you can trust The Professional Office Laptop Bag to keep your belongings safe and dry."
/F-Gear-Yakuza-Brown-Laptop-Backpack/dp/B071VNWC1C,F Gear Yakuza Brown 34 liter Laptop Backpack Sch Bag,981.,4.4,(801), 2 Compartment with laptop sleeve (Up to 18 inch) with comprehensive pen-accessories organizer and one mesh zip pocket.   2 Exterior Pockets and 2 side mesh bottle holder. Adjustable shoulder strip   Adjustable Shoulder Strip   Foam Padded Straps   Size-(Hxlxw) Cm-(46x34x18) Cm  ,11 May 2017,Uber Fashion Merchandise Pvt. Ltd.,"Our goal at F Gear is to design, invent, engineer,  manufacture and market innovative, high quality products that integrate  style, functionality and design technology to meet the changing  lifestyle and needs of people in every hemisphere of their  lives. Every design invented by us is made to gear you up for a smooth  travel experience."
/WALKENT-Craft-Laptop-Bag-Anti-Theft/dp/B0978JT5HR,"WALKENT 15.6"" Laptop Bag 27L (Craft) Anti-Theft, Waterproof, Expandable, External USB for Office College Men Women","2,365",4.2,(361)," Care Instructions: Wipe with Damp Cloth   WALKENT Craft Laptop Bag lets you stay organized and keep your belongings safe with multiple compartments, including anti-theft pockets and cushioned laptop compartments   Carry the Walkent Craft laptop backpack in three ways: as a school bag, handbag, or suitcase. Waterproof and scratch resistant outer ensures your gadgets and stuff stay safe and dry   Never run out of space with expandable bags that open up to 180 degrees   Charge your devices on the go with the external USB port, making it the perfect travel companion   Experience ultimate comfort with cushioned and padded shoulder straps and back, perfect for extended use  ",15 June 2021,Walkent (OEM Guangzhou Kingsons Bags Technology Co Ltd),
/uppercase-Backpack-2500EBP1-resistant-sustainable/dp/B0BTDB674X,"uppercase Medium 23 Ltrs Tall Boy (14.6 inch) Laptop Backpack 2500EBP1 3x more water resistant sustainable bag with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty","1,700",4.1,(186),,,,
/Half-Moon-Curiosity-Backpack-Resistant/dp/B09S3ZK3N1,Half Moon Curiosity 35L Travel Laptop College School Backpack Water Resistant Slim Durable Fits 15.6 Inch Laptop Notebook with Rain cover (Navy Blue),849,3.7,(170),,,,
/Gear-Vintage2-Leather-Backpack-LBPVG2LTH1901/dp/B07G4F3758,Gear Vintage2 Anti Theft Faux Leather 18 cms Tan Laptop Backpack,"1,075",4.3,"(1,460)",,,,
/Wesley-Milestone-Waterproof-Backpack-Business/dp/B07NJRPJ6Q,Wesley Milestone 15.6 inch 25 L Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack (Black),498,4.3,"(12,341)",,,,
/Baggit-Womens-Laptop-Bag-Large/dp/B0BNTPMT2G,Baggit Women's Laptop Bag - Large (Blue),"1,259",No reviews,N/A," A bag that carries your world! A tote bag is a shoulder bag with parallel handles and comes either with or without side panels.   Blue exterior with 1 main compartment I 3 total number of pocket I Zipper closure I Cruelty-free premium material   Dimension :- Length : 40.64 cm x Width : 12.7 cm x Height : 30.48 cm   Made in India | 6 Months warranty | Leading fashion laptop bag brand since 30 years.   The elegant women's laptop bag is a perfect match for different occasions, such as travel, shopping, and other daily use, which could be a great ideal gift for your family and friends on their birthdays, anniversaries, weddings, and other special events.  ",Baggit India Pvt Ltd,B0BNTPMT2G,
